timestamp;source;bandwith;mac;channel;phy_type;ssid;b_supported;g_supported;n_supported;data_rate;1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0;time;ac_supported;22.5;22.0
1520266340.616929;beacon;20;6a:b5:7e:25:5f:fa;6;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:20;;;
1520266340.7184303;beacon;20;b4:c7:99:0d:86:72;11;4;99GwyBe3IT;True;True;False;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:20;;;
1520266340.7369025;beacon;40;24:65:11:96:40:10;11;4;FRITZ!Box Fon WLAN 7360;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:20;;;
1520266341.291297;beacon;20;9c:6f:52:15:ab:25;8;4;H369A15AB25;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:21;;;
1520266342.803835;beacon;20;28:c2:dd:c3:51:00;9;4;;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:22;;;
1520266343.1615255;beacon;20;50:7e:5d:7c:d1:59;1;4;VGV75197CD159;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:23;;;
1520266343.5196066;beacon;20;64:d1:a3:2a:d3:b9;11;4;FRITZ!Box Fon WLAN 7360_EXT;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:23;;;
1520266345.045124;beacon;20;e8:40:f2:7d:d5:89;12;4;DS4_LIVE;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:25;;;
1520266347.2015018;beacon;20;00:1e:2a:0f:f4:e2;1;4;DS4_LIVE_stair;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:27;;;
1520266348.8514102;beacon;20;48:d7:05:f0:b4:76;11;4;Steenbeek Network;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:28;;;
1520266350.2809386;beacon;20;10:05:01:99:02:1e;11;4;SKP_af4bae;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:30;;;
1520266351.0469162;beacon;20;40:b0:34:b5:87:e3;5;4;DIRECT-E2-HP Officejet 5740;True;True;True;1.0;;;;;True;True;True;True;True;True;True;True;2018-03-05 17:12:31;;;
1520266351.2586002;beacon;40;64:d1:a3:2f:a4:4d;1;4;Sitecom2fa44b;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:31;;;
1520266352.9797394;beacon;40;5c:03:39:a4:73:28;11;4;TMNL-A47321;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:32;;;
1520266352.986942;beacon;40;f4:06:8d:0a:c2:3a;11;4;devolo-f4068d0ac23a;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:32;;;
1520266353.9862587;beacon;20;08:62:66:96:77:a8;1;4;Bliksem;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:33;;;
1520266353.9886234;beacon;20;08:62:66:96:77:a9;1;4;Bring a Friend;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:33;;;
1520266355.3651056;beacon;20;b4:c7:99:0d:dc:12;1;4;99GwyBe3IT;True;True;False;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:35;;;
1520266355.4059982;beacon;20;b4:c7:99:0d:dc:10;1;4;;True;True;False;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:35;;;
1520266355.5768206;beacon;20;70:9f:2d:9b:31:28;6;4;H369A9B3128;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:35;;;
1520266355.578586;beacon;20;62:9f:2d:9b:31:29;6;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:35;;;
1520266355.6556509;beacon;20;b4:c7:99:0d:8b:02;11;4;99GwyBe3IT;True;True;False;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:35;;;
1520266355.6965437;beacon;20;b4:c7:99:0d:8b:00;11;4;;True;True;False;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:35;;;
1520266356.594846;beacon;20;70:2e:22:72:c7:45;10;4;H369A72C745;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:36;;;
1520266357.4636443;beacon;40;64:66:b3:46:9b:d2;3;4;delftsestraatweg22_B;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:12:37;;;
